postDate,responding
2022-05-04T02:38:12.000Z,"Llevamos adelante el curso “Habilidades Gerenciales”, dirigido a colaboradores de la empresa 𝐀𝐥𝐞𝐱 𝐒.𝐀. de 13:00 a 14:00 horas.Los tutores son técnicos del Centro de Innovacion de Metodologia Avanzada del @Sinafocal"
2022-04-28T23:16:22.000Z,"Yo lo único que digo. Es que la sangre nueva que entra como pasante a la facultad, es la que le va dando otra vez realce a las clases. Ahora les pido que nos den mas espacio para seguir compartiendo conocimiento e innovación. Gracias."
2022-04-12T17:41:40.000Z,La innovación siempre llama la atención y abre caminos.
2022-04-08T15:03:48.000Z, El informe de “Capital Social” presenta resultados que podrían convertirse en un valioso aporte de innovación social dirigido a comisiones vecinales y otras instancias de participación ciudadana.Leé el estudio aquí http://bit.ly/informecap
2022-02-26T13:27:49.000Z,"Feliz día! En especial para los emprendedores que trabajan en el  ""cluster del Tereré"" aplicando innovación sostienen nuestra cultura y la adaptan a los nuevos tiempos... "
2022-02-26T01:17:37.000Z,Gracias Angela por la invitación! Siempre un gusto compartir espacios para favorecer el ecosistema de Innovación de nuestro país 
2022-02-23T23:34:50.000Z,"Innovación, #Olimpia siempre a la vanguardia!!!Los colores del #Bosque se translada a la 3ra indumentaria #Juntos"
2022-02-10T13:45:37.000Z,"Innovación en productos: Canilla Fv ya incluye una  cinta teflon para la instalación de la misma. ""Aquellas empresas o marcas que no escuchan a sus clientes están condenadas a la muerte o a ser reemplazadas"" ORO"
2022-01-29T11:54:31.000Z,"Interesante artículo sobre Innovación""Hay una pregunta que cualquier innovador debe tener en mente todo el tiempo: ""¿Qué futuro quieres tener? Y, una subpregunta igualmente importante: '¿Qué implica eso que estás creando (o usando) para ese futuro?'"". https://elespanol.com/invertia/disruptores-innovadores/opinion/20220129/innovacion-pierde-norte/646065408_13.html…"
2022-01-22T22:31:59.000Z,"La q dice ""fin de la pobreza, hambre 0, salud-bienestar, educ de calidad, igualdad de género, agua limpia, energía asequible, trabajo decente, industria-innovación, reducción de desigualdades, ciudades sostenibles, producción responsable, acción por el clima, paz/justicia, etc""?"
2021-12-06T01:43:17.000Z,Contenta por formar parte de la 1era Red de economía de la Innovación en Py   Gracias al @el_BID y al @conacytparaguay se vienen grandes proyectos para fortalecer el ecosistema 
2021-12-04T12:27:10.000Z,Unrecibir el reconocimiento por la contribución interinstitucional de Alto Impacto Social a la iniciativa científica en un evento de premiación del Consejo Nacional de Ciencia y Tecnología del Paraguay  a Proyectos de Innovación Social en la Temática Salud.#SinDejarANadieAtras
2021-12-03T14:23:01.000Z,Innovación es también estar cerca de uno cuando lo necesites. Felicidades a Goods Pan por la apertura de su local en el Shopping Pinedo. Muchos éxitos para ustedes !!
2021-12-01T17:25:58.000Z,Trabajo seleccionado para presentación en la Jornada de Innovación Docente UNA en Universidad Nacional de Asunción https://instagram.com/p/CW8tPcKLfjYpEgvaFlXy7PzN-FLRL4OjTTTkH00/?utm_medium=twitter…
2021-11-30T15:36:51.000Z,Que esperas para darle innovación y un control sumamente exhaustivo a tu empresa o emprendimiento?Desde tu móvil podés acceder de forma instantánea y con resultados exactos de tu NegocioMódulos completos o selecciónados! Consultoría Contable actualizado a la Resolución 90/21
2021-11-29T21:20:00.000Z,"Paraguay  mejora cada año su posición en el ranking global de innovación, demostrando la creciente capacidad de innovación de nuestra economía"
2021-11-09T19:08:51.000Z,"Nuestro invitado para la Semana Global del Emprendimiento es el Director de Fomento, desarrollo e innovación del MIC @juanparedespy nos explicará la importancia de emprender y cómo el emprendedurismo favorece el desarrollo de un país!Transmisión vía: http://bit.ly/3pfuAZU"
2021-11-05T21:17:58.000Z,"Seminario de Protocolo,  Estrategias  e Innovación en Eventos"
2021-11-05T21:13:37.000Z,"3er Seminario de Protocolo, Estrategias e Innovación en Eventos  @Pipepcpy"
2021-11-03T20:26:02.000Z,"Las clases virtuales se encuentran a cargo de Nathalia González y Estela Riego Galeano, profesionales del Centro de Innovación de Metodología Avanzada y Formación a Instructores dependiente del #SINAFOCAL."
2021-11-03T15:05:59.000Z,"Las tutorías están a cargo de Lic. Ruth Rodríguez, Guido Alonso y Gustavo Céspedes, profesionales del Centro de Innovación de Metodología Avanzada y Formación a Instructores dependiente del #SINAFOCAL."
2021-11-03T14:48:13.000Z,"En la GEW tendremos una invitada especial  Romina Da Re. Si querés conocer acerca de economía de la innovación y el impacto de las startups en los indicadores económicos de un país, súmate a la transmisión el 10/11 , a las 16:30 hrs.A través de http://bit.ly/3pfuAZU"
2021-11-03T01:24:09.000Z,"Predigo que está Innovación llegará al Paraguay en 9 años, en el 2.030."
2021-11-01T15:46:27.000Z,"Junto al Presidente @EnriqueDuarteLu de la @UIP_py  firmamos un Memorando de Entendimiento con la UIP, dando un marco alcompromiso de trabajo conjunto c/el sector industrial p/impulsar la sostenibilidad energética y la innovación p/el #DesarrolloSostenible#SinDejarANadieAtrás"
2021-10-31T13:33:29.000Z,"Abrazo al pueblo Argentino porque tengo una hermosa hija Argentina y se que un día ese vasto país volverá a ser lo que era, una referencia en términos económicos e innovación."
2021-10-20T16:49:29.000Z,Innovación de calzada pública y calle en pleno barrio residencial @AsuncionMuni @nenechopy @juntasuncion Barrio san Jorge. Calle tte. Macchio casi juez Enrique pino. Local “A cuotitas “
2021-09-22T16:58:01.000Z,El FEP es gratuito. Inscribite en la página http://jovenesemprendedores.com.py y conectate con la innovación en el siguiente link https://bit.ly/FEP-2021
2021-09-17T18:11:31.000Z,"Buscando impulsar la #innovación, la protección de la #propiedadintelectual, el fortalecimiento del modelo de negocios, #Place (https://placeanalyzer.com.py) y#Transferteq firman alianza  del acto en la siguiente nota de @canalticpy  https://tictv.com.py/2021/09/15/empresas-tecnologicas-del-pais-firman-acuerdo-de-cooperacion/…"
2021-09-16T00:32:21.000Z,Cuando propones Innovacion y … 
2021-09-14T23:21:29.000Z,Si no era por el halo chau Hamilton! Tremenda innovación fue la de incluirla como medida de seguridad cuando en su epóca muchos habian estado en contra de su implementación! Gran acierto 
2021-09-07T13:04:12.000Z,"Los equipos hoy se encuentran trabajando en las propuestas que quedarán para la comunidad, fortaleciendo y diversificando la oferta de productos con las técnicas artesanales, implementando diseños que garanticen innovación, calidad y continuidad en las propuestas."
2021-09-05T15:19:55.000Z,"Creatividad, desarrollar nuevas ideas.Innovación, hacer uso de nuevas ideas "
2021-09-01T20:42:17.000Z,"Hasta las 21 hs!..Date una vuelta por acá!, Fijate en la innovación, aposta por un Servicio de calidad, y Nacional.."
2021-07-14T16:05:25.000Z,Ansiosos Esperando que llegue el evento Si aún no te registraste andá ya a  http://digital.campus-party.org/paraguay#CampusParty #CPLatam #CP21 #Tecnología #innovación #Ciencia #Entretenimiento #emprendedurismo@campuspartypy @fpuna @RepresFPUNA
2021-07-13T14:48:40.000Z,Animate y sé parte de la innovación. Varios países ya empiezan a trabajar con #revitConstruyen virtualmente en 3D.Ven y revisan el edificio en 3D.Construyen virtualmente en base a familias. Inscripciones al +595 982 770933#ctp #formandoprofesionales
2021-07-12T14:47:05.000Z,Conocé cómo se trabajan los datos de manera innovadora en un gobierno  Sé parte de esta revolución digital  ¡Registrate en https://digital.campus-party.org/paraguay/#CampusParty #CPLatam #CP21 #tecnología #innovación #ciencia #entretenimiento #emprendedurismo@fpuna @campuspartypy
2021-07-11T02:44:38.000Z,"Ciudad de emprendedores, artesanos y artesanas, hombres y mujeres libres que nada esperan del Estado x siglos.Mucha más prospera que la capital Paraguarí que depende del empleo público.Detrás del Caañabé, más del 75 % de las familias viven de la innovación del sector privado."
2021-07-05T14:52:25.000Z,Cada vez más cerca ..Campus Party Digital Edition 2021  ¡Registrate en https://digital.campus-party.org/paraguay/#CampusParty #CPLatam #CP21 #tecnología #innovación #ciencia #entretenimiento #emprendedurismo@fpuna @RepresFPUNA @campuspartypy
2021-06-30T18:31:31.000Z,Chaco Innova: El Primer Desafío de Innovación para el Gran Chaco Americano Destinará hasta USD 100.000 para identificar e implementar las mejores soluciones de innovación en tecnologías para 40 comunidades.  Para más info ingresá a: http://bit.ly/DesafioChacoInnova…@fpuna
2021-06-28T14:59:49.000Z,Campus Party Digital Edition 2021  ¡Registrate en https://digital.campus-party.org/paraguay/#CampusParty #CPLatam #CP21 #tecnología #innovación #ciencia #entretenimiento #emprendedurismo@fpuna @RepresFPUNA @campuspartypy
2021-06-16T15:12:11.000Z,"¡Vuelve el evento de innovación más grande de la historia! 󰚕Con los principales referentes en las temáticas: tecnología, ciencia e innovación, emprendedurismo, entretenimiento y futuro del trabajo. ¡Registrate en https://digital.campus-party.org/paraguay/#CampusParty #CPLatam #CP21"
2021-06-14T15:29:53.000Z,Participa de un webinar donde podrás conocer sobre las oportunidades en Innovación Abierta con invitadas que nos contarán sus experiencias en emprendimiento tecnológicos! 16 de Junio  18:00 h Participación gratuita vía ZoomINSCRIBITE en https://bit.ly/3grqLdU
2021-06-11T15:57:00.000Z,"La Rectora de la UNA felicitó al nuevo Director Paraguayo de @itaipuparaguay y manifestó el compromiso académico con la innovación científica y tecnológica, a través de alianzas."
2021-06-11T15:23:35.000Z,"Innovación, trazabilidad, transparencia y eficiencia en la gestión de políticas públicas @carmarin01 @GabSocialPy"
2021-05-05T22:40:59.000Z," Ponemos a disposición de las Empresas, y de la Ciudadanía una serie de Webinarios de formación profesional llevados adelante por el Centro de Innovación de Metodología Avanzada del @Sinafocal Podes armar tus grupos invitando a tus amigos o compañeros y así aprender juntos "
2021-05-04T01:06:56.000Z,Muy buena la innovación de la @NBA toda la transmisión en vivo en modo Marvel
2021-05-03T18:56:32.000Z,"ESTO = Innovacion. “Innovar” no necesariamente es Tecnología... no es una app, no es una startup... nuevas formas para lo conocido "
2021-05-03T18:07:33.000Z,Diez puntos a su innovación!
2021-04-29T22:56:46.000Z," Mariela y Cristian son dos compañeros del @Sinafocal Son técnicos del Centro de Innovación de Metodología Avanzada, quienes están trabajando con los alumnos de la @ETSalesiana A seguir asi "
2021-04-28T16:40:28.000Z,"Apostamos por la #innovación en las #empresas, por eso celebramos este paso p/ la #formalización y el rápido arranque de nuevos #emprendimientos.Inscribite, segui los pasos y abrir tu #EAS en  https://eas.mic.gov.py/abri-tu-eas@MIC_PY @Tributacionpy @IPSParaguay @MTESS_PY"
2021-03-30T22:23:19.000Z, 𝙀𝙣 𝙦𝙪é á𝙧𝙚𝙖𝙨 𝙙𝙚𝙗𝙤 𝙘𝙖𝙥𝙖𝙘𝙞𝙩𝙖𝙧𝙢𝙚?Debe ser una pregunta muy frecuente para mejorar tu empleabilidadCon este producto del Centro de Innovación de Metodología Avanzada del @Sinafocal te queremos ayudar Responde 20 preguntas http://cima.sinafocal.gov.py/index.php/Cuestionario…
2021-03-29T00:14:01.000Z,"E INNOVACION! Basta las confrontaciones, recuerdos tristes y violencia."
2021-03-28T20:09:54.000Z,"Smart Challenge turístico busca innovación en el Camino de los Jesuitas Junto con el Banco Interamericano de Desartollo BID y el apoyo de la Organización Mundial del Turismo, Paraguay, Argentina, Bolivia, Brasil y Uruguay lanzaron el Smart Challenge."
2021-03-27T15:36:20.000Z,"Webinar: Uniendo energías hacia el Paraguay 2040Infraestructura física, educación, salud e innovación tecnológica, p/ llegar al 2040 como el centro energético de la región. Con el Econ.Jeffrey SachsMiércoles 31 de marzo 17:00 hs.Inscrpciones: https://bit.ly/3cqCEjD"
2021-03-25T19:38:49.000Z,"Arrancamos el programa de innovación abierta con @Wayra, @IDB_Lab y @UIP_py "
2021-03-24T11:04:56.000Z,"El Foro ""Innovation Days"" es uno de los principales encuentros de innovación en Estambul. ¡Nos llena de orgullo que @martinburt nos represente y relate el impacto del @PStoplight en distintas partes del mundo! ¡De  al !"
2021-03-19T17:16:58.000Z,"Transformación de la materia prima, a través de innovación en tecnología y capacitaciones para mejorar productos derivados de la leche (queso, helado, yogurth, otros); dirigido a mujeres y jóvenes. Con @usaidparaguay y @PYFECOPROD ."
2021-03-17T14:10:41.000Z,"Tener tu propia startup es posible si te rodeas de las personas correctas y trabajas duro para lograrloTe acompañamos durante el proceso de pre- incubación de tu idea de negocio, basada en alguna tecnología y con componentes de innovaciónIngresá a: https://bit.ly/3aJQEUw"
2021-03-16T12:21:45.000Z,El secreto de la innovación educativa es el estudiante activo y el docente tutor. Pasamos de la lección a la experiencia educativa.
2021-02-25T11:33:36.000Z,Llegó el día!La Presidenta la Dra. Cynthia Villalba junto con la Directora la Lic. Rosa González @rosagonzalezleo estarán participando como invitadas especiales en éste lanzamiento.Éxitos a nuestro socio @RenzoDestefano quién es uno de los líderes de ésta innovación .
2021-02-25T03:09:09.000Z,¿Cómo pasó Estonia de ser un país pobre a una potencia en tecnología e innovación? https://elamerican.com/estonia-pais-pobre-potencia-tecnologia/?lang=es… vía @ElAmerican_
2021-02-24T15:27:39.000Z,Invitación abierta Nuestros socios el Dr. Mauricio Cáceres y el Dr. Renzo Destefano estarán presentando interesantes proyectos de innovación Les esperamos 
2021-02-21T04:42:20.000Z,"La Asociación de Mujeres ARAPOTY recibió una cosechadora de forraje a precisión, una herramienta para aumentar la producción de alimentos para el ganado vacuno. El Componente Mujeres& Jóvenes impulsa la innovación de tecnología con el apoyo de @usaidparaguay,  @PYFECOPROD"
2021-02-19T21:41:15.000Z,"Lanzamiento Digital  del""Manual de Residentes de Cirugía General"", el primer libro totalmente digital de la FCM UNA @MedicinaUNA. El Dr. Renzo Destefano @RenzoDestefano miembro de ésta sociedad, es uno de los protagonistas de esta innovación #Saluddigital #eHealth"
2021-02-11T23:00:39.000Z,“Innovación y desarrollo digital para brindar mayores beneficios a los socios” #somoscit #SomosNaranja
2021-01-19T12:25:04.000Z,"""El año pasado fue un año de grandes desafíos, de grandes cambios, estábamos en el medio de decidir cuáles eran los 5 desafíos nacionales de innovación a quienes íbamos a enfocar""."
2021-01-14T17:55:08.000Z,Grande Paraguay! En enero la importacion de covid desde Brasil incremento en tiempo record! Paraguay a la vanguardia e innovacion con la nueva cepa! En tu cara resto del mundo!
2021-01-11T21:52:57.000Z,"Hermoso está amix.Lástima que contrataron a un grupo de herreros con mal de parkinson.Nivelaron la obra con plastilina? Eso sería genial, seríamos pioneros en innovación. https://twitter.com/Solmelga/status/1348449411333050369…"
2021-01-01T03:21:08.000Z,"¡Feliz 2021! Por un nuevo año con mejoras significativas en la Educación, asi como en el Sistema Nacional de Ciencia, Tecnologia e Innovación!"
2020-12-17T14:32:17.000Z,"[1/2] Hoy, como ponente en las XI Jornadas de Innovación Docente de la Universidad Nacional de Asunción, Edición Virtual 2020, presentando nuestra experiencia en la implementación de la #Telepsiquiatría..."
2020-12-09T21:18:06.000Z,Red Somos Innovación: Nuevo Estudio de Opinión Muestra que los Latinoamericanos Quieren Más Innovación  | Business Wire https://businesswire.com/news/home/20201208005909/es/#.X9E_BDxtniM.twitter…
2020-12-09T05:14:54.000Z,Televisa viene repitiendo Hasta 3 veces las mismas historias con cambio de nombre. #ImperioDeMentiras es una innovación a lo que vemos siempre.
2020-12-04T22:19:10.000Z,"Premio a la Innovación, Felicitaciones @Vropardo .. Gracias @UIP_py"
2020-11-15T13:40:21.000Z,"El celular es una innovación tecnológica muy importante, el uso que le des es lo que cuenta.El celular no te cambia, las prioridades y los valores de la gente es la que cambia."
2020-11-04T18:00:07.000Z,"Sabían esto? Una VER GUEN ZA . Para el despilfarro están, pedís transformación o innovación en salud, educación, bancas y se cruzan de brazos"
2020-11-04T17:55:19.000Z,"#ItalianDesignDay # IDD2020 “Dibujando el futuro. Desarrollo, innovación, sostenibilidad, belleza """" El diseño del futuro será colectivo y partirá de nuevo del hombre y sus necesidades reales ""dice Silvia Robertazzi, cofundadora del #MilanoDesignFilmFestival"
2020-10-26T01:28:35.000Z,"Los cambios traen innovación, y la innovación lleva al progreso."
2020-10-21T17:55:28.000Z,"Hoy presentamos el Sello de Genero Público del @pnud en el foro “Resiliencia e Innovación en la Formación Judicial”Estamos implementando el Sello Público  con @PoderJudicialPY, @minmujerpy, @MTESS_PY @SFPpy #sindejaranadieatrás #ODS5 #ODS16"
2020-10-18T15:07:17.000Z,Orgullo Paraguayo !@UIP_py #innovacion @Kuyasensei @MIC_PY
2020-09-19T12:41:12.000Z,"La historia de la educación de Paraguay conoce a Sacerdotes que han hecho muchísimo por el sistema, el Dr. Francia impulsó un programa de inversión+desarrollo que generó innovación y creatividad, Don C. A. López elevó el nivel al mejor de todo América ...xq no lo hacemos hoy ?"
2020-09-15T03:17:13.000Z,"a la ingeniería, transporte, ciencia, tecnología, innovación. Este grupo es de WhatsApp, usted se une con el enlace y debe  silenciarlo ! pues muy temprano los administradores envían las tapas de diario y si usted tiene silenciado el grupo,"
2020-09-08T03:23:37.000Z,"- CIMEFOR Transmisiones 74, 75, 76- Cámara paraguaya de la Industria Cerámica -CATERPPA- Cámara  Nacional de Comercio y Servicios del Paraguay- Centro de Propietarios de Panadería y Fideerías del Paraguay - Camara Paraguaya de Diseño e Innovación"
2020-08-24T22:57:16.000Z," ¡La campaña *#ParaguayoComoVos* está en marcha!  Productos hechos en nuestra tierra, con orgullo, innovación y mano de obra nacional, estarán expuestos con destaque especial en góndolas de supermercados asociados a la Capasu¡Sumate a esta iniciativa! "
2020-08-23T16:03:17.000Z,Aquella innovación
2020-08-19T19:17:33.000Z,"Webinar ""500 Startups:Emprendiendo con Innovación en Latinoamérica"" para conocer más acerca de esta organización de Inversiones y laboratorios para emprendimientos innovadores.  Miércoles 19/08 17h00 Fb Live Estrategia de Innovación Py ¡No te lo pierdas!"
2020-07-29T04:42:02.000Z,Innovación de sistema 100% desmontable1.200 m2Consorcio ContecBloques de : -Oficinas-Dormitorios-Laboratorio
2020-07-27T19:27:44.000Z,"La innovación es víctima de la burocracia. Ante urgencia el @msaludpy (DINAVISA) @INTNpy u otra debe tomar riendas y emitir resolución transitoria.Mientras, y conscientes de los tiempos, trabajaremos proyecto de ley para un espacio controlado de pruebas (“sandbox” regulatorio)."
2020-07-27T14:34:39.000Z,"La mayoría de las personas tienen miedo de cometer errores; pero en realidad EL error es no querer cometerlos... la innovación y la creatividad no pueden ser alcanzadas sin cometer errores, enfrentar obstáculos y contratiempos #japokatu"
