postDate,responding
2020-09-07T19:07:18.000Z,"Que simpático resulta hablar con extremistas, dije en un tuit que enviaría a mis futuros hijos a estudiar en el Cristo Rey y eso bastó para que me digan retrasada, ladrona (en mi bio dice que estudié gracias a Conacyt, no que trabajo allí), que saco lugar a los científicos, etc."
2020-09-01T14:29:38.000Z,Jovenes de CONACYT CANCILLERIA EXPONGAN LOS PROYECTOS NUCLEAŔES DE NUESÞRA VEÇINA FORMOSA https://youthgroup.ctbto.org/node/2324
2020-08-30T14:26:57.000Z,"Y uno piensa que en la CONACYT trabajan ingenieros, científicos o algo asi Lleno de zurdos progre había sido  https://twitter.com/elrepasadorpy/status/1299535432414363649…"
2020-08-22T17:29:20.000Z,Seleccionada como evaluadora experta por CONACYT para la convocatoria PROINNOVA! Se puso interesante mi 2020 de repente 
2020-08-19T00:29:51.000Z,Increíblemente este año va a ser el más productivo desde el 2015 para mí. 4 artículos científicos a punto de publicarse y como 10 en cola. Y a punto de finalizar un proyecto I+D del CONACYT!! con algunos obstáculos pero estamos llegando! Ah y como una docena de tesis hechas!!
2020-08-07T12:08:58.000Z,Leo nuevamente a gente criticando  a CONACYT y a la investigación social y quiero llorar de lo mucho que nos falta como país. Necesitamos MUCHÍSIMA MÁS investigación social y mejorar nuestros procesos... no eliminarlos
2020-03-21T00:23:25.000Z,[INCREIBLE] El Gobierno de Paraguay realiza recorte presupuestario para el sector de educación y salud.También realiza recorte al CONACYT porque se utiliza dinero en temas irrelevantes y no “investigaciones”.El IPS adjudicó equipos respiratorios por valor de 1.250.000 gs/cu.(+)
2020-03-20T23:40:32.000Z,Me gustaría saber que esta haciendo  CONACYT en todo este tema del #CoronavirusPy
2020-03-13T14:43:31.000Z,"No sé quienes son, pero puedo apostar que nuestro presi del conacyt también anda por ahí"
2020-02-17T00:26:13.000Z,"#6 Investigacion, me tocó ganar y trabajar para un proyecto de CONACYT muy bien al principio pero no debes contar con eso, tendría que ser algo extra por lo menos desde mi experiencia falta explotar esta área"
2020-02-03T21:02:26.000Z,Ojalá nunca haya algo más rompe pelota que el SPI del Conacyt.Gran siete que plataforma poco amigable.
2020-01-10T19:30:53.000Z,"Ana Mello posteó:El Instituto Nacional del Audiovisual, INAP, que se está instalando en estos momentos, presenta la misma debilidad del CONACYT, el CONES, el FEEI, entre otros, con una composición que muestra la cooptación del sector privado empresarial"
2019-12-28T22:39:22.000Z,"En 2015, pedíamos inversión en investigación en lugar de gastos comunes y la respuesta del decano (un administrador de empresas) de ciencias exactas y naturales era que para eso están los fondos del CONACYT. Se lavaron las manos los decanos gracias al PRONII."
2019-12-26T13:32:29.000Z,𝗖𝗢𝗡𝗔𝗖𝗬𝗧 - 𝗙𝗘𝗟𝗜𝗣𝗣𝗢• El “encaje” de Felippo en la presidencia del CONACYT confirma lo que es la UIP: una rosca de industriales del acomodo.• Se sospecha que Marito es medio Yodito. El nombramiento de Felippo despeja dudas.
2019-12-26T13:30:38.000Z,"Qué peligro esto. El #Conacyt NO es una empresa.Administrar bien no significa ser más 'empresarial'. Podés administrar bien cualquier tipo de organización o proyecto, con o sin lucro."
2019-12-26T13:11:15.000Z,"Felippo manejará el Conacyt “como una empresa” https://abc.com.py /nacionales/2019/12/26/felippo-manejara-el-conacyt-como-una-empresa/ vía @ABCDigital Me suena a HC, que prometió ""eficiencia empresarial"" y terminó comprando jets, helicopteros, estancias, hoteles, etc."
2019-12-24T14:42:06.000Z,Gobierno «ta'yra»: dicese de Ejecutivo que entrega acuerdo a Brasil sobre Itaipú y a empresaurios Conacyt.
2019-12-23T23:58:40.000Z,"ESTRATEGIA CONACYT.Si te enoja el vergonzante nombramiento de un troglodita al frente de un espacio promotor de la investigación científica, no gastes pólvora en un don nadie como Felippo: pegale a Marito. #DesastreKoMarito"
2019-12-18T23:00:37.000Z,"Mirando desde afuera el tema del CONACYT, me parece que es bastante absurdo que empresarios lo presidan y dirijan. Así también, me parecen un abuso ver como se hace propaganda barata, panfletaria y mentirosa en nombre de la ciencia y con dinero público."
2019-12-18T21:52:02.000Z,"Imagínate que estemos pidiendo cosas absurdas como un aguinaldo extra, 60días de vacaciones, o un plus salarial por cada familiar que tenemos. Pero no, pedimos coherencia, pedimos que el #conacyt funcione, que crezca y mejore la ciencia en el país."
2019-12-18T21:35:33.000Z,No soy proveedor del EstadoNunca cobré un guaraní de algun proyecto de CONACYT; te desafío a que veas las rendiciones de cuenta de CONACYT y muestres si alguna vez yo cobré un guaraní Sí soy parte de una institución que existe hace más de 15 años que hace investigación: el id
2019-12-18T18:28:02.000Z,"Como se nota que no sabes de qué  se tratan los proyectos I+D financiados por el CONACYT. Deberías informarte más. El Consejo Nacional de Ciencia es para HACER CIENCIA, para lo demás existen otras entidades. https://twitter.com/periodistadetv/status/1207012516083228672…"
2019-12-18T15:23:10.000Z,"""Conacyt es una empresa (...), hay que administrar; no hay que inventar nada”, afirma Felippo https://abc.com.py/nacionales/2019/12/18/conacyt-es-una-empresa-hay-que-administrar-no-hay-que-inventar-nada-afirma-felippo/… vía @ABCDigital"
2019-12-18T12:31:23.000Z,"""Conacyt es una empresa (...), hay que administrar; no hay que inventar nada”, afirma Felippo https://abc.com.py/nacionales/2019/12/18/conacyt-es-una-empresa-hay-que-administrar-no-hay-que-inventar-nada-afirma-felippo/… vía @ABCDigital. Esto es repugnante! Pero, peor será si lo ponen a este señor a dirigir @conacytparaguay como su empresa .  Quo vadis Paraguay??"
2019-12-18T11:26:06.000Z,"#Conacyt este sr. Felippo, es o se hace!?"
2019-12-18T08:50:26.000Z,Por lo menos en Conacyt debería privilegiarse la voz científica y académica. Ojalá @MaritoAbdoescuche a Antonio Cubilla y a otros notables.
2019-12-18T00:15:59.000Z,Dejen al CONACYT en paz MALDITOS
2019-12-17T12:03:29.000Z,En vivo desde el #Conacyt
2019-12-10T19:10:04.000Z,"Muchas gracias. Mención de créditos de fotos, además a Víctor Ramírez del Conacyt."
2019-12-06T20:45:53.000Z,"Conacyt solo tiene dinero para 124 proyectos, pero se postularon 1.113 https://cienciasdelsur.com/2019/12/06/conacyt-solo-tiene-dinero-para-124-proyectos-paraguay/…"
2019-11-08T12:17:03.000Z,"Contribuimos a la relación de mercados internacionales, demandas y el futuro del Chaco en una iniciativa internacional. Lo celebramos hoy #DiadelInvestigadorParaguayo porque #EnParaguayHacemosCiencia desde las #CienciasNaturalesParaguayas @conacyt @scpy @guyraparaguay"
2019-11-08T12:15:41.000Z,Contribuyendo a la mirada global de la biodiversidad global desde el acervo natural en biodiversidad paraguaya. Lo celebramos hoy #DiadelInvestigadorParaguayo porque #EnParaguayHacemosCiencia desde las #CienciasNaturalesParaguayas @conacyt @SCientificaPy @guyraparaguay
2019-11-08T12:14:39.000Z,Contribuyendo con dos nuevos registros de saurios (lagartos) para elÑeembucú. Lo celebramos hoy #DiadelInvestigadorParaguayo porque#EnParaguayHacemosCiencia desde las #CienciasNaturalesParaguayas @conacyt@SCientificaPy @guyraparaguay
2019-11-08T12:13:28.000Z,Respodiendo a los comentarios internacionales a nuestra contribución a través de la prestigiosa revista Science. Lo celebramos hoy #DiadelInvestigadorParaguayo porque #EnParaguayHacemosCiencia desde las #CienciasNaturalesParaguayas @conacyt @SCientificaPy @guyraparaguay
2019-09-05T22:29:50.000Z,"El @conacytparaguay pasa de administrar un presupuesto de USD. 2.000.000 a USD. 20.000.000. Y cómo nace el interés de investigar al CONACYT, de parte del Dr. Milciades @Benitez_yambay. En #art26."
2019-09-01T10:32:07.000Z,"Conacyt: científica responde a consejero #Feprinco que la acusó de malversar fondos...#RicardoFelippo ""de la más baja escuela""https://abc.com.py/ciencia/2019/08/28/conacyt-cientifica-responde-a-consejero-que-la-acuso-de-malversar-fondos/… vía @ABCDigital"
2019-08-30T15:06:10.000Z,Sería así:?#enparaguayhacemosciencia Sistema de Gestión de Residuos Sólidos para la Universidad Nacional de Asunción. Proyecto FCE- CONACYT 14-INV- 408
2019-08-28T13:46:28.000Z,"Si pensas que el dinero del CONACYT debe ir a lo primero, no entendiste nada, jeyma. Tampoco es para lo segundo. Es para INVESTIGACIONES y que con esto mejore por lo menos un poquito la calidad de vida de los paraguayos."
2019-08-20T10:50:56.000Z,Científicos acusan al Conacyt de desorden administrativo https://abc.com.py/edicion-impresa/locales/2019/08/20/cientificos-acusan-al-conacyt-de-desorden-administrativo/… vía @ABCDigital
2019-08-16T16:28:04.000Z,"Abono orgánico, proyecto FCE- CONACYT 14-INV-408 “Sistema de Gestión de Residuos para la UNA, presencia del Decano de la Institución, Prof. Dr. Roberti González y otras autoridades, entregó la Prof. Magíster Lidia Rosa Saldivar de Salinas, en representación del equipo"
2019-06-13T19:55:32.000Z,"Presentaron las iniciativas paraguayas en divulgación de CTI a cargo de comunicadores de la @fpuna , CONACYT, Startup - Lab. "
2019-04-30T04:04:50.000Z,Ahhh pero cuando se trata de pedir cuentas a CONACYT es oscurantismo y monos atacando a la ciencia. Mundo hipócrita le dicen
2019-04-23T14:03:11.000Z,"Dedicado a los académicos ofendidos de CONACYT, el gremio de los comunes es muy sacrificado...@hugo_veraojeda"
2019-04-22T21:08:36.000Z,"¿Qué financia la Conacyt? Críticas en las redes sociales motivaron un cambio en la forma de evaluación que utiliza la institución, pero ¿puede escapar de las sombras de la pseudo ciencia?El Dr. Milciades Benítez y el Dr. José Rodríguez, cara a cara en #CONFRONTADOS "
2019-03-23T00:02:38.000Z,"Uno de los colaboradores de esta pequeña cruzada por alertar el sesgo instalado en el Conacyt, me envía esta nota de una organización llamada Clacso, que pide más dinero para las ong’s aliadas locales. Les dejo el acta y las líneas políticas del Clacso."
2019-03-22T23:00:21.000Z,"Si cada vez que van a adjudicar dinero público simplemente comparan los objetivos de Prociencia con las propuestas de ciertas ong’s, estas jamás serían adjudicadas y más dinero podría destinarse a los verdaderos científicos. Señores del Conacyt: no financien propaganda."
2019-03-22T15:05:09.000Z,"¡Ya estamos en vivo! Escuchanos en @alfilomediodia por @1330am  Habla el Ing. Luis A. Lima, Presidente del CONACYT. "
2019-03-22T14:04:45.000Z,"Hoy en @alfilomediodia hablaremos de Ciencia e Innovación, con el Ministro Ing. Luis Alberto Lima, Presidente del CONACYT. En vivo, de 12 a 13 hs. en los estudios de Radio Chaco Boreal @1330Am.http://desdeparaguay.com/1330#EnUnaNotaUníte a la conversación en las redes: @Alfilomediodia"
2019-03-21T23:27:28.000Z,"En la rendición de cuentas que hace la ONG de Lilian Soto al Conacyt declara que el costo por el uso de la biblioteca es de 10.000.000 de Gs. . Supongo que será una excelente biblioteca, a mí nunca me cobraron por entrar a una."
2019-03-21T23:21:36.000Z,"Presentación en el Lanzamiento del Centro de Transferencia de Tecnologías y Resultados de Investigación.En la imagen, junto al Ministro Luis Lima, del Conacyt y el Ing. Héctor Rojas,… https://instagram.com/p/BvSeJqHAnVp/?utm_source=ig_twitter_share&igshid=1ocffe1v1wl87…"
2019-03-21T23:12:28.000Z,Mesa de trabajo del #Cettri con el Conacyt. en Universidad Nacional de Asunción https://instagram.com/p/BvSdGxxA9fK/?utm_source=ig_twitter_share&igshid=s7t02ld5ffax…
2019-03-21T12:17:19.000Z,"Me alegra que el Estado Paraguayo financie investigaciones, a través del Conacyt. También me alegra que los temas a ser financiados son bien diversos, como ejemplo derechos de las personas homosexuales. Lamento las críticas de los grupos conservadores del país."
2019-03-19T21:46:15.000Z,"Ayer había alguien que estaba indiknado porque Conacyt daba plata para hacer propaganda ideológica en vez de ciencia. Imaginate como se va a poner cuando se entere de que Bayer, Singenta y compañía manejan la Facultad de Ciencias Agrarias"
2019-03-16T01:13:47.000Z,Tu duda es muy razonable. Estoy seguro que leyendo el reporte de los investigadores aclararán sobradamente y saldrás satisfecho. Porque el CONACYT no aprobaría un paper fuera de la teoría de la Investigación científica.
2019-02-14T17:05:36.000Z,"Fomentando el comercio de servicios  (@ CONACYT (Consejo Nacional de Ciencias y Tecnologías) in Asunción, Capital) https://swarmapp.com/c/a1Vkw8SdEZv"
2019-02-12T20:31:07.000Z,"Primera reunión en el Conacyt comoMiembro del consejo permanente, representando al Mitic. Llevaremosesta nueva responsabilidad con patriotismo y compromiso. #mitic #conacyt #paraguaydelagente"
2019-02-11T19:53:11.000Z,Cristina Arrom mintió ante la @CorteIDH dijo que a su familia se le perseguio por el caso de su hermanoEn @conacytparaguay figuran como investigadoras:Maria Auxiliadora Carmen MarinaCristina HaydeeAhi se evidencia como trabajaron para los GobiernosGoogleen:Conacyt+Arrom
2019-02-08T13:47:17.000Z,"Estamos en el evento Incubatón Py 2019, con la presencia de nuestras autoridades, emprendedores y disertantes de primer nivel de  y , aprendiendo sobre herramientas para desarrollar el ecosistema emprendedor de  #IncubatónPy2019 #Startupole #MIC  #Conacyt"
2019-02-04T18:46:33.000Z,"Taller para postularse a la ""Maestría en Investigación del Hábitat y la Vivienda Sustentables cofinanciada por CONACYT""CUPOS LIMITADOSMás info al  021 28 88 344 o a Gloria.Aquino@americana.edu.pyInscripciones en el link: https://goo.gl/6k14st"
2019-01-29T17:15:43.000Z," (@ CONACYT (Consejo Nacional de Ciencias y Tecnologías) in Asunción, Capital) https://swarmapp.com/c/cvccePKbGMr"
2019-01-23T12:40:50.000Z,Investigación propone políticas de control para las empresas del sector agua | Conacyt: http://conacyt.gov.py/Investigacion-propone-politicas-control-empresas-sector-agua#.XEhgum89a-k.twitter… vía @conacytparaguay
2019-01-10T13:04:53.000Z,"El Dr. Juan Francisco Facetti, docente de la Universidad Nacional de Asunción habla en @ABCCardinal sobre investigación financiada por el #CONACYT, que trata sobre la presencia de químico cancerígeno en #AcuíferoPatiño. #730AM"
2019-01-08T18:06:22.000Z,La Dra. Ruth Zarate ya se encuentra en Paraguay gracias a Programa de Repatriación del Conacyt y estará desarrollando su línea de investigación en Cáncer en nuestro Centro! https://bit.ly/2RJsQb3
2018-12-14T12:28:17.000Z,CONACYT comunica la nómina de adjudicados para participar de la Cuarta Edición de la Cátedra CTS | Conacyt: http://conacyt.gov.py/CONACYT-comunica-la-nomina-de-adjudicados-para-participar-de-la-Cuarta-Edicion-de-la-Catedra-CTS#.XBOfdAyFj0c.twitter… vía @conacytparaguay
2018-10-29T13:21:31.000Z,"I'm at CONACYT (Consejo Nacional de Ciencias y Tecnologías) in Asunción, Capital https://swarmapp.com/c/lLoh6yjJXd1"
2018-10-29T13:21:23.000Z,"I'm at CONACYT (Consejo Nacional de Ciencias y Tecnologías) in Asunción, Capital https://swarmapp.com/c/5sqdoFH0ln7"
2018-08-17T14:23:36.000Z,"Se está desarrollando el Seminario sobre “Sistema Nacional de la Calidad” en el anfiteatro de la Facultad de Medicina de la UC CUG. Ahora: El Sistema Nacional de la Calidad y la Infraestructura de la calidad a cargo de la Ing. Alba Cabrera, Secretaria ejecutiva del CONACYT."
2018-08-10T01:52:23.000Z,Conacyt sanciona a docente becada por plagio y pide que UNI se expida https://cienciadelsur.com/2018/08/09/conacyt-sanciona-docente-uni-plagio/…
2018-07-20T13:46:29.000Z,Magia... #EXPO2018 #CONACYT en Expo Mariano R. Alonso https://instagram.com/p/BldKN6qArB-xGdDBVaxJCws95VacnDMtSVDrPA0/?utm_source=ig_twitter_share&igshid=qcdlwvn3yogz…
2018-07-20T13:05:48.000Z,#CONACYT #EXPO2018 #MAGIA en Expo Mariano R. Alonso https://instagram.com/p/BldFsyanTzxTJn9uhIg30d-Fw7BGpHe2qf3-3I0/?utm_source=ig_twitter_share&igshid=cwrxqlh63k0m…
2018-07-18T18:36:30.000Z,¡Acercate al Stand de la Dirección Nacional de Cambio Climático en la EXPO2018! Estamos presentes en la gran estación de CONACYT!  #CambioClimáticopy @mambiente_py @conacytparaguay
2018-07-11T00:04:33.000Z,El CONACYT lleva a cabo “La Noche de la Innovación”: Presentación oficial de #PROINNOVA 
2018-07-10T02:33:30.000Z,"Video conferencia, con el Ing. Enrique Zaldívar, Director de LATAM de la ciudad de lo Ángeles, de EEUU, en el marco del proyecto FCE- CONACYT 14-INV-408… https://instagram.com/p/BlCNZwfHrXeNR8geDsSXQLybcom9Bhj8bwK3ec0/?utm_source=ig_twitter_share&igshid=cuyef20qmxmq…"
2018-07-02T22:45:31.000Z,"Data Mining para todos en la #fpuna, de la mano del proyecto PINV15-257 de Conacyt. #machineLearning. A anotarse chicos/as!"
2018-06-27T23:52:02.000Z,"El CONACYT presente en el evento de “Conmemoración del Día Mundial de las Mipyme 2018” que se lleva a cabo en laUnión Industrial Paraguaya (UIP), desde las 18:30 h. "
2018-06-18T13:05:21.000Z,"I'm at CONACYT (Consejo Nacional de Ciencias y Tecnologías) in Asunción, Capital https://swarmapp.com/c/bgDmKKZEufm"
2018-06-17T12:37:13.000Z, El CONACYT saluda a todos los padres en su día 
2018-05-29T13:48:46.000Z,"@ReVA_CONACYT Buen día ¿Cuáles son las condiciones y requisitos que solicitan para realizar visitas pedagógicas de acercamiento, a escuelas públicas en San Lorenzo?oscarjgaleano@gmail.com (respuestas, info).Gracias.Prof. O. Galeano"
2018-05-16T22:11:16.000Z,"En el marco del Premio Alto Paraná al Compromiso con la Mejora Continua, la Calidad y la Excelencia en la Gestión, el Consejo Nacional de Ciencia y Tecnología (CONACYT) realiza talleres de capacitación orientados a las empresas que quieran participar del mencionado galardón. "
2018-04-06T12:01:19.000Z," (@ CONACYT (Consejo Nacional de Ciencias y Tecnologías) in Asunción, Capital) https://swarmapp.com/c/0DWf84lXUte"
2018-04-05T13:22:42.000Z,Iniciaron las entrevistas a los postulantes pre seleccionados para las becas de Taiwán 2018 con el apoyo del CONACYT para estudiar en el país asiático. #CONACYTPARAGUAY
2018-03-27T22:44:12.000Z, #CONACYT responde a las preguntas frecuentes sobre la Convocatoria de Proyectos de Investigación https://bit.ly/2GgDlJT
2018-03-22T11:41:57.000Z," (@ CONACYT (Consejo Nacional de Ciencias y Tecnologías) in Asunción, Capital) https://swarmapp.com/c/83L6F1KSkAK"
2018-03-21T13:14:53.000Z,"I'm at CONACYT (Consejo Nacional de Ciencias y Tecnologías) in Asunción, Capital https://swarmapp.com/c/33KVX0QeUbK"
2018-03-03T23:22:44.000Z,"Nos encontramos preparando a los investigadores para la convocatoria 2018 de los proyectos de CONACYT por tal motivo, el día de hoy se llevó a cabo el Curso Taller ""Elaboración de proyectos de CONACYT"". El cual estuvo a cargo de la Dra. Mirta Noemi Mesquita Ramirez."
2018-03-01T23:17:55.000Z,"Se realizó el lanzamiento del libro denominado “Perspectivas de sostenibilidad de comunidades campesinas en el modelo de desarrollo actual” El material fue elaborado por Base Is y el Instituto de Trabajo Social de la UNA, con apoyo del CONACYT. "
2018-02-27T18:22:01.000Z,"Continúa el taller de Difusión para postulación de proyectos de I+D en el marco del Componente I ""Fomento a la Investigación Científica"" – Convocatoria 2018, en la sede 1 del CONACYT. #CONACYTParaguay #PROCIENCIA #FEEI"
2018-02-21T12:34:15.000Z,"I'm at CONACYT (Consejo Nacional de Ciencias y Tecnologías) in Asunción, Capital https://swarmapp.com/c/kvCk6tW4IZ6"
2018-01-20T16:04:01.000Z,"Las Dras Fatima  Mereles, Juana de Egea y Gloria Cespedes investigadoras del CEDIC se encuentran el Museo de Historia Natural de Londres y luego viajarán al Kew Garden para completar el Conservation Assessment dentro del marco del Proyecto CONACYT sobre recursos fitogeneticos."
2018-01-20T15:55:54.000Z,"@NHM_Science  investigadoras del CEDIC se encuentran en el Natural History Museum de Londres, llevando adelante el Proyecto del Conacyt sobre recursos genéticos"
2018-01-16T11:10:49.000Z,I'm at Conacyt in Asunción https://swarmapp.com/c/eRAHwzEjdZo
2018-01-12T11:13:10.000Z,"I'm at CONACYT (Consejo Nacional de Ciencias y Tecnologías) in Asunción, Capital https://swarmapp.com/c/dSsaPJKQSoZ"
